Gene stable ID	Human gene stable ID	Human homology type
ENSPANG00000006138	ENSG00000171557	ortholog_one2one
ENSPANG00000045748		
ENSPANG00000041932		
ENSPANG00000040080	ENSG00000203814	ortholog_one2one
ENSPANG00000050201	ENSG00000241370	ortholog_one2one
ENSPANG00000032249	ENSG00000133019	ortholog_one2one
ENSPANG00000038630		
ENSPANG00000049744		
ENSPANG00000009919	ENSG00000160908	ortholog_one2one
ENSPANG00000051024		
ENSPANG00000011517	ENSG00000221888	ortholog_one2one
ENSPANG00000031228		
ENSPANG00000017215	ENSG00000155816	ortholog_one2one
ENSPANG00000001640	ENSG00000121897	ortholog_one2one
ENSPANG00000020093	ENSG00000013375	ortholog_one2one
ENSPANG00000048244		
ENSPANG00000020778	ENSG00000100575	ortholog_one2one
ENSPANG00000005666	ENSG00000116717	ortholog_one2one
ENSPANG00000032451	ENSG00000197728	ortholog_one2one
ENSPANG00000033113		
ENSPANG00000049293		
ENSPANG00000016481	ENSG00000124507	ortholog_one2one
ENSPANG00000015572	ENSG00000142657	ortholog_one2one
ENSPANG00000004611	ENSG00000117598	ortholog_one2one
ENSPANG00000050098		
ENSPANG00000040661		
ENSPANG00000016963	ENSG00000137413	ortholog_one2one
ENSPANG00000030778	ENSG00000241468	ortholog_one2many
ENSPANG00000046610		
ENSPANG00000024738	ENSG00000169717	ortholog_one2one
ENSPANG00000051338		
ENSPANG00000025547	ENSG00000165501	ortholog_one2one
ENSPANG00000041078	ENSG00000238243	ortholog_one2one
ENSPANG00000046069		
ENSPANG00000040191	ENSG00000204592	ortholog_one2many
ENSPANG00000006883	ENSG00000109265	ortholog_one2one
ENSPANG00000041727		
ENSPANG00000047576	ENSG00000181617	ortholog_one2one
ENSPANG00000049405		
ENSPANG00000016260	ENSG00000154438	ortholog_one2one
ENSPANG00000046817		
ENSPANG00000034711	ENSG00000175279	ortholog_one2many
ENSPANG00000020864	ENSG00000158517	ortholog_one2one
ENSPANG00000049212		
ENSPANG00000038944		
ENSPANG00000016482	ENSG00000124664	ortholog_one2one
ENSPANG00000048742		
ENSPANG00000041212		
ENSPANG00000023226	ENSG00000239887	ortholog_one2one
ENSPANG00000016779	ENSG00000241563	ortholog_one2one
ENSPANG00000051244		
ENSPANG00000020097	ENSG00000204590	ortholog_one2one
ENSPANG00000039449		
ENSPANG00000009677	ENSG00000164136	ortholog_one2one
ENSPANG00000041635	ENSG00000146066	ortholog_one2one
ENSPANG00000000752	ENSG00000041880	ortholog_one2one
ENSPANG00000038803		
ENSPANG00000043014	ENSG00000168772	ortholog_one2one
ENSPANG00000016476	ENSG00000124772	ortholog_one2one
ENSPANG00000036997		
ENSPANG00000019717	ENSG00000179172	ortholog_one2many
ENSPANG00000019717	ENSG00000275774	ortholog_one2many
ENSPANG00000019717	ENSG00000179412	ortholog_one2many
ENSPANG00000019717	ENSG00000277058	ortholog_one2many
ENSPANG00000005414	ENSG00000160049	ortholog_one2one
ENSPANG00000047031		
ENSPANG00000005048	ENSG00000142973	ortholog_one2one
ENSPANG00000016009	ENSG00000138629	ortholog_one2many
ENSPANG00000040457		
ENSPANG00000037080		
ENSPANG00000020732	ENSG00000274070	ortholog_one2one
ENSPANG00000020768	ENSG00000196821	ortholog_one2one
ENSPANG00000041977	ENSG00000215695	ortholog_one2one
ENSPANG00000004524	ENSG00000171722	ortholog_one2one
ENSPANG00000013348	ENSG00000086200	ortholog_one2one
ENSPANG00000031672	ENSG00000135220	ortholog_one2one
ENSPANG00000017539	ENSG00000142655	ortholog_one2one
ENSPANG00000041043		
ENSPANG00000042340		
ENSPANG00000018913	ENSG00000157426	ortholog_one2one
ENSPANG00000017625	ENSG00000163655	ortholog_one2one
ENSPANG00000000582	ENSG00000053328	ortholog_one2one
ENSPANG00000023195	ENSG00000066427	ortholog_one2one
ENSPANG00000045799		
ENSPANG00000008928	ENSG00000009335	ortholog_one2one
ENSPANG00000023072	ENSG00000204576	ortholog_one2one
ENSPANG00000005250	ENSG00000124812	ortholog_one2one
ENSPANG00000045742		
ENSPANG00000025127	ENSG00000091140	ortholog_one2one
ENSPANG00000048333		
ENSPANG00000038047		
ENSPANG00000038841		
ENSPANG00000021643	ENSG00000136205	ortholog_one2one
ENSPANG00000043260		
ENSPANG00000040043		
ENSPANG00000047962	ENSG00000162365	ortholog_many2many
ENSPANG00000047962	ENSG00000187048	ortholog_many2many
ENSPANG00000037618	ENSG00000228049	ortholog_one2many
ENSPANG00000037618	ENSG00000005075	ortholog_one2many
ENSPANG00000037618	ENSG00000285437	ortholog_one2many
ENSPANG00000036153		
ENSPANG00000049468		
ENSPANG00000040893	ENSG00000188112	ortholog_one2one
ENSPANG00000046680		
ENSPANG00000042085		
ENSPANG00000011102		
ENSPANG00000046818		
ENSPANG00000038759	ENSG00000171560	ortholog_one2one
ENSPANG00000049019		
ENSPANG00000021577	ENSG00000287363	ortholog_one2one
ENSPANG00000040246		
ENSPANG00000046911		
ENSPANG00000048483		
ENSPANG00000037119		
ENSPANG00000049181		
ENSPANG00000022802	ENSG00000124562	ortholog_one2one
ENSPANG00000050221	ENSG00000138684	ortholog_one2one
ENSPANG00000012309	ENSG00000145506	ortholog_one2one
ENSPANG00000022237	ENSG00000204574	ortholog_one2one
ENSPANG00000037581		
ENSPANG00000029858		
ENSPANG00000022012	ENSG00000056972	ortholog_one2one
ENSPANG00000046699		
ENSPANG00000040284		
ENSPANG00000004975	ENSG00000274523	ortholog_one2one
ENSPANG00000016074	ENSG00000117593	ortholog_one2one
ENSPANG00000046335		
ENSPANG00000042377	ENSG00000048545	ortholog_one2one
ENSPANG00000042967		
ENSPANG00000044375		
ENSPANG00000047958		
ENSPANG00000007939		
ENSPANG00000013131		
ENSPANG00000037724		
ENSPANG00000046367		
ENSPANG00000051314		
ENSPANG00000005573	ENSG00000121903	ortholog_one2one
ENSPANG00000012149	ENSG00000128059	ortholog_one2one
ENSPANG00000016827	ENSG00000156096	ortholog_one2many
ENSPANG00000019214		
ENSPANG00000019644	ENSG00000100813	ortholog_one2one
ENSPANG00000034147	ENSG00000269964	ortholog_one2one
ENSPANG00000048178		
ENSPANG00000029383		
ENSPANG00000003333	ENSG00000120256	ortholog_one2one
ENSPANG00000043922		
ENSPANG00000047754		
ENSPANG00000030492		
ENSPANG00000040551		
ENSPANG00000040810		
ENSPANG00000048508		
ENSPANG00000021916	ENSG00000076201	ortholog_one2one
ENSPANG00000040772		
ENSPANG00000040297		
ENSPANG00000045217		
ENSPANG00000041136		
ENSPANG00000049623		
ENSPANG00000038679	ENSG00000171564	ortholog_one2one
ENSPANG00000019283		
ENSPANG00000046686		
ENSPANG00000048243	ENSG00000107223	ortholog_one2one
ENSPANG00000008271	ENSG00000065060	ortholog_one2one
ENSPANG00000047375		
ENSPANG00000043377		
ENSPANG00000049992		
ENSPANG00000044972		
ENSPANG00000034546		
ENSPANG00000001054		
ENSPANG00000015175	ENSG00000135272	ortholog_one2one
ENSPANG00000026301	ENSG00000161036	ortholog_one2one
ENSPANG00000048953		
ENSPANG00000020863	ENSG00000249853	ortholog_one2one
ENSPANG00000044456		
ENSPANG00000030073		
ENSPANG00000025635	ENSG00000169116	ortholog_one2one
ENSPANG00000036927		
ENSPANG00000051417		
ENSPANG00000038239		
ENSPANG00000016836	ENSG00000137168	ortholog_one2one
ENSPANG00000040291		
ENSPANG00000041775	ENSG00000156096	ortholog_one2many
ENSPANG00000035298	ENSG00000117090	ortholog_one2one
ENSPANG00000004077	ENSG00000146469	ortholog_one2one
ENSPANG00000025465		
ENSPANG00000024031	ENSG00000178409	ortholog_one2one
ENSPANG00000019533	ENSG00000127481	ortholog_one2one
ENSPANG00000022006	ENSG00000090266	ortholog_one2one
ENSPANG00000039886		
ENSPANG00000046578		
ENSPANG00000020095	ENSG00000204569	ortholog_one2one
ENSPANG00000013069		
ENSPANG00000039597	ENSG00000160993	ortholog_one2one
ENSPANG00000049114		
ENSPANG00000039169		
ENSPANG00000024657		
ENSPANG00000000818	ENSG00000127377	ortholog_one2one
ENSPANG00000021752		
ENSPANG00000046078		
ENSPANG00000017405	ENSG00000135316	ortholog_one2one
ENSPANG00000037884		
ENSPANG00000011335	ENSG00000137393	ortholog_one2one
ENSPANG00000040031	ENSG00000160991	ortholog_one2one
ENSPANG00000051240		
ENSPANG00000020838	ENSG00000071539	ortholog_one2one
ENSPANG00000039434		
ENSPANG00000042873		
ENSPANG00000021510	ENSG00000139974	ortholog_one2one
ENSPANG00000051131		
ENSPANG00000042584		
ENSPANG00000044873		
ENSPANG00000050570		
ENSPANG00000039478		
ENSPANG00000015577	ENSG00000171566	ortholog_one2one
ENSPANG00000012291	ENSG00000132475	ortholog_one2many
ENSPANG00000005749	ENSG00000164113	ortholog_one2one
ENSPANG00000011461		
ENSPANG00000044131		
ENSPANG00000046954		
ENSPANG00000005001	ENSG00000175262	ortholog_one2one
ENSPANG00000001839		
ENSPANG00000049428		
ENSPANG00000017329	ENSG00000171189	ortholog_one2one
ENSPANG00000030599		
ENSPANG00000009443	ENSG00000120265	ortholog_one2one
ENSPANG00000007093	ENSG00000171720	ortholog_one2one
ENSPANG00000006673		
ENSPANG00000046830		
ENSPANG00000023241	ENSG00000168438	ortholog_one2one
ENSPANG00000009718	ENSG00000198663	ortholog_one2one
ENSPANG00000009105	ENSG00000064995	ortholog_one2one
ENSPANG00000047266		
ENSPANG00000007357	ENSG00000159216	ortholog_one2one
ENSPANG00000004217	ENSG00000028310	ortholog_one2one
ENSPANG00000035903		
ENSPANG00000043775		
ENSPANG00000017647	ENSG00000204568	ortholog_one2one
ENSPANG00000047100		
ENSPANG00000023123	ENSG00000160917	ortholog_one2one
ENSPANG00000000476		
ENSPANG00000005580		
ENSPANG00000040589		
ENSPANG00000017459	ENSG00000120948	ortholog_one2one
ENSPANG00000039972		
ENSPANG00000017692	ENSG00000128050	ortholog_one2one
ENSPANG00000042613		
ENSPANG00000042995		
ENSPANG00000045349		
ENSPANG00000007137	ENSG00000188517	ortholog_one2one
ENSPANG00000024715	ENSG00000128573	ortholog_one2one
ENSPANG00000016733	ENSG00000258986	ortholog_one2one
ENSPANG00000013089	ENSG00000183111	ortholog_one2one
ENSPANG00000043213		
ENSPANG00000023865		
ENSPANG00000006953		
ENSPANG00000050693	ENSG00000164040	ortholog_one2one
ENSPANG00000014750	ENSG00000206538	ortholog_one2one
ENSPANG00000037692		
ENSPANG00000044546		
ENSPANG00000042338		
ENSPANG00000023968	ENSG00000122678	ortholog_one2one
ENSPANG00000014209	ENSG00000109158	ortholog_one2one
ENSPANG00000049937		
ENSPANG00000046396		
ENSPANG00000001346	ENSG00000142875	ortholog_one2one
ENSPANG00000021725	ENSG00000153975	ortholog_one2one
ENSPANG00000008830		
ENSPANG00000037573		
ENSPANG00000051222		
ENSPANG00000045342		
ENSPANG00000041426		
ENSPANG00000015406		
ENSPANG00000007060	ENSG00000009724	ortholog_one2one
ENSPANG00000040832	ENSG00000211799	ortholog_one2one
ENSPANG00000021407	ENSG00000145494	ortholog_one2one
ENSPANG00000027179		
ENSPANG00000004804	ENSG00000127463	ortholog_one2one
ENSPANG00000040671	ENSG00000153162	ortholog_one2one
ENSPANG00000042128		
ENSPANG00000026678		
ENSPANG00000048528		
ENSPANG00000012116	ENSG00000164620	ortholog_one2one
ENSPANG00000017649	ENSG00000137343	ortholog_one2one
ENSPANG00000026017	ENSG00000200661	ortholog_one2one
ENSPANG00000045284	ENSG00000165588	ortholog_one2one
ENSPANG00000017564	ENSG00000027075	ortholog_one2one
ENSPANG00000040874		
ENSPANG00000050984		
ENSPANG00000005495	ENSG00000174780	ortholog_one2one
ENSPANG00000043784		
ENSPANG00000039752		
ENSPANG00000013429	ENSG00000012660	ortholog_one2one
ENSPANG00000014386	ENSG00000113430	ortholog_one2one
ENSPANG00000004151		
ENSPANG00000043284	ENSG00000201326	ortholog_one2one
ENSPANG00000039354		
ENSPANG00000032086		
ENSPANG00000014202	ENSG00000144749	ortholog_one2one
ENSPANG00000039217		
ENSPANG00000007845		
ENSPANG00000043840	ENSG00000200564	ortholog_one2many
ENSPANG00000043840	ENSG00000202499	ortholog_one2many
ENSPANG00000026546		
ENSPANG00000041205	ENSG00000252326	ortholog_one2one
ENSPANG00000039393		
ENSPANG00000004184	ENSG00000116649	ortholog_one2one
ENSPANG00000038097	ENSG00000127074	ortholog_one2one
ENSPANG00000025367	ENSG00000091136	ortholog_one2one
ENSPANG00000045961	ENSG00000206727	ortholog_one2one
ENSPANG00000017550	ENSG00000164494	ortholog_one2one
ENSPANG00000039216	ENSG00000273835	ortholog_one2one
ENSPANG00000045242	ENSG00000200593	ortholog_one2one
ENSPANG00000008900	ENSG00000109471	ortholog_one2one
ENSPANG00000003730	ENSG00000170561	ortholog_one2one
ENSPANG00000006063	ENSG00000177683	ortholog_one2one
ENSPANG00000016191	ENSG00000113300	ortholog_one2one
ENSPANG00000048325		
ENSPANG00000038016	ENSG00000278089	ortholog_one2one
ENSPANG00000036150	ENSG00000177614	ortholog_one2one
ENSPANG00000038344		
ENSPANG00000047973	ENSG00000207093	ortholog_one2one
ENSPANG00000037663	ENSG00000109705	ortholog_one2one
ENSPANG00000016605	ENSG00000126814	ortholog_one2one
ENSPANG00000025183	ENSG00000106052	ortholog_one2one
ENSPANG00000046462		
ENSPANG00000004028		
ENSPANG00000038451	ENSG00000207063	ortholog_one2one
ENSPANG00000016478	ENSG00000064999	ortholog_one2one
ENSPANG00000026088	ENSG00000171824	ortholog_one2one
ENSPANG00000042216		
ENSPANG00000038045		
ENSPANG00000042659		
ENSPANG00000022288	ENSG00000196503	ortholog_one2one
ENSPANG00000002513		
ENSPANG00000020970	ENSG00000100625	ortholog_one2one
ENSPANG00000047459	ENSG00000204140	ortholog_one2one
ENSPANG00000019076	ENSG00000170549	ortholog_one2one
ENSPANG00000004584	ENSG00000138778	ortholog_one2one
ENSPANG00000051387	ENSG00000239169	ortholog_one2many
ENSPANG00000051387	ENSG00000274640	ortholog_one2many
ENSPANG00000040612		
ENSPANG00000006443	ENSG00000163539	ortholog_one2one
ENSPANG00000017650	ENSG00000204564	ortholog_one2one
ENSPANG00000046132	ENSG00000200801	ortholog_one2one
ENSPANG00000038769		
ENSPANG00000038381		
ENSPANG00000016264	ENSG00000118412	ortholog_one2one
ENSPANG00000017347	ENSG00000207245	ortholog_one2one
ENSPANG00000049749	ENSG00000126778	ortholog_one2one
ENSPANG00000020366	ENSG00000092009	ortholog_one2one
ENSPANG00000043155		
ENSPANG00000020415	ENSG00000185100	ortholog_one2one
ENSPANG00000022547	ENSG00000198771	ortholog_one2one
ENSPANG00000037289	ENSG00000275127	ortholog_one2one
ENSPANG00000017541	ENSG00000163682	ortholog_one2one
ENSPANG00000035184	ENSG00000154358	ortholog_one2one
ENSPANG00000037587		
ENSPANG00000021181	ENSG00000091138	ortholog_one2one
ENSPANG00000009022	ENSG00000177684	ortholog_one2one
ENSPANG00000013419	ENSG00000249693	ortholog_one2one
ENSPANG00000043217		
ENSPANG00000034638		
ENSPANG00000043294		
ENSPANG00000022400	ENSG00000184277	ortholog_one2one
ENSPANG00000038666		
ENSPANG00000021277	ENSG00000164530	ortholog_one2one
ENSPANG00000041321		
ENSPANG00000042706	ENSG00000199311	ortholog_one2one
ENSPANG00000009512	ENSG00000155846	ortholog_one2one
ENSPANG00000014911	ENSG00000145536	ortholog_one2one
ENSPANG00000004100	ENSG00000276844	ortholog_one2one
ENSPANG00000026896	ENSG00000207137	ortholog_one2one
ENSPANG00000041961		
ENSPANG00000008027	ENSG00000038002	ortholog_one2one
ENSPANG00000038542		
ENSPANG00000021958	ENSG00000112234	ortholog_one2one
ENSPANG00000018421	ENSG00000134962	ortholog_one2one
ENSPANG00000009285	ENSG00000100592	ortholog_one2one
ENSPANG00000015345	ENSG00000180667	ortholog_one2one
ENSPANG00000040231	ENSG00000207263	ortholog_one2one
ENSPANG00000046353		
ENSPANG00000011128	ENSG00000135355	ortholog_one2one
ENSPANG00000002558	ENSG00000239014	ortholog_one2one
ENSPANG00000000646	ENSG00000078549	ortholog_one2one
ENSPANG00000021142	ENSG00000146143	ortholog_one2one
ENSPANG00000043635		
ENSPANG00000032958		
ENSPANG00000016675	ENSG00000117091	ortholog_one2one
ENSPANG00000007783	ENSG00000171476	ortholog_one2one
ENSPANG00000048793		
ENSPANG00000005055	ENSG00000198793	ortholog_one2one
ENSPANG00000007339	ENSG00000168275	ortholog_one2one
ENSPANG00000050791	ENSG00000153294	ortholog_one2one
ENSPANG00000018090	ENSG00000196860	ortholog_one2one
ENSPANG00000037939	ENSG00000199833	ortholog_one2one
ENSPANG00000018482	ENSG00000204560	ortholog_one2one
ENSPANG00000015101	ENSG00000137409	ortholog_one2one
ENSPANG00000002917	ENSG00000201634	ortholog_one2one
ENSPANG00000014291	ENSG00000132153	ortholog_one2one
ENSPANG00000046811	ENSG00000206656	ortholog_one2one
ENSPANG00000022434	ENSG00000239264	ortholog_one2one
ENSPANG00000011172	ENSG00000182175	ortholog_one2one
ENSPANG00000024034	ENSG00000112599	ortholog_one2one
ENSPANG00000038371	ENSG00000199712	ortholog_one2one
ENSPANG00000037033	ENSG00000100567	ortholog_one2many
ENSPANG00000014727	ENSG00000109674	ortholog_one2one
ENSPANG00000021270	ENSG00000105879	ortholog_one2one
ENSPANG00000037434		
ENSPANG00000045963		
ENSPANG00000017328	ENSG00000112245	ortholog_one2one
ENSPANG00000037704		
ENSPANG00000048152		
ENSPANG00000007146	ENSG00000106443	ortholog_one2one
ENSPANG00000050143	ENSG00000199704	ortholog_one2one
ENSPANG00000012825	ENSG00000188859	ortholog_one2one
ENSPANG00000046429	ENSG00000207014	ortholog_one2one
ENSPANG00000037748		
ENSPANG00000042031		
ENSPANG00000017716	ENSG00000143751	ortholog_one2one
ENSPANG00000007660	ENSG00000146166	ortholog_one2one
ENSPANG00000050686		
ENSPANG00000035993	ENSG00000123739	ortholog_one2one
ENSPANG00000026838	ENSG00000276314	ortholog_one2one
ENSPANG00000009801	ENSG00000116885	ortholog_one2one
ENSPANG00000022563	ENSG00000129515	ortholog_one2many
ENSPANG00000047240	ENSG00000169245	ortholog_one2one
ENSPANG00000006817	ENSG00000112182	ortholog_one2one
ENSPANG00000044474		
ENSPANG00000037120	ENSG00000048544	ortholog_one2one
ENSPANG00000046532	ENSG00000207197	ortholog_one2one
ENSPANG00000031978		
ENSPANG00000016011	ENSG00000167178	ortholog_one2one
ENSPANG00000023967	ENSG00000051620	ortholog_one2one
ENSPANG00000047764		
ENSPANG00000018537	ENSG00000214575	ortholog_one2one
ENSPANG00000038978		
ENSPANG00000045708		
ENSPANG00000050694	ENSG00000164151	ortholog_one2one
ENSPANG00000000830	ENSG00000091137	ortholog_one2one
ENSPANG00000029978	ENSG00000276610	ortholog_one2one
ENSPANG00000040550	ENSG00000277785	ortholog_one2one
ENSPANG00000036119	ENSG00000092067	ortholog_one2one
ENSPANG00000008157	ENSG00000160226	ortholog_one2one
ENSPANG00000037579	ENSG00000200680	ortholog_one2one
ENSPANG00000008238	ENSG00000112499	ortholog_one2one
ENSPANG00000016028	ENSG00000156564	ortholog_one2one
ENSPANG00000019727	ENSG00000198092	ortholog_one2one
ENSPANG00000038100		
ENSPANG00000033998		
ENSPANG00000031305		
ENSPANG00000049087	ENSG00000199970	ortholog_one2one
ENSPANG00000009451	ENSG00000124496	ortholog_one2one
ENSPANG00000039091	ENSG00000278715	ortholog_one2many
ENSPANG00000031485	ENSG00000243709	ortholog_many2many
ENSPANG00000031485	ENSG00000143768	ortholog_many2many
ENSPANG00000017843	ENSG00000171819	ortholog_one2one
ENSPANG00000040271	ENSG00000278715	ortholog_one2many
ENSPANG00000048759	ENSG00000114021	ortholog_one2many
ENSPANG00000010763	ENSG00000146112	ortholog_one2one
ENSPANG00000030401	ENSG00000146535	ortholog_one2one
ENSPANG00000013431	ENSG00000146192	ortholog_one2one
ENSPANG00000021933	ENSG00000059588	ortholog_one2one
ENSPANG00000044637	ENSG00000207279	ortholog_one2one
ENSPANG00000005868	ENSG00000163825	ortholog_one2one
ENSPANG00000008247	ENSG00000155026	ortholog_one2many
ENSPANG00000008247	ENSG00000169402	ortholog_one2many
ENSPANG00000047130		
ENSPANG00000048399		
ENSPANG00000042169		
ENSPANG00000007059	ENSG00000120942	ortholog_one2one
ENSPANG00000016189	ENSG00000071082	ortholog_one2one
ENSPANG00000044675	ENSG00000278715	ortholog_one2many
ENSPANG00000007594	ENSG00000162746	ortholog_one2one
ENSPANG00000033595	ENSG00000172260	ortholog_one2one
ENSPANG00000009918	ENSG00000111875	ortholog_one2one
ENSPANG00000050769		
ENSPANG00000033276	ENSG00000198755	ortholog_one2many
ENSPANG00000051135		
ENSPANG00000005247	ENSG00000065308	ortholog_one2one
ENSPANG00000007523	ENSG00000126773	ortholog_one2one
ENSPANG00000007629	ENSG00000137404	ortholog_one2one
ENSPANG00000036062	ENSG00000100941	ortholog_one2one
ENSPANG00000015696	ENSG00000169359	ortholog_one2one
ENSPANG00000021152	ENSG00000146197	ortholog_one2one
ENSPANG00000038064	ENSG00000150630	ortholog_one2one
ENSPANG00000045439		
ENSPANG00000044285		
ENSPANG00000000728	ENSG00000173276	ortholog_one2one
ENSPANG00000039650		
ENSPANG00000048279		
ENSPANG00000010211	ENSG00000112539	ortholog_one2one
ENSPANG00000015056	ENSG00000204624	ortholog_one2one
ENSPANG00000048942	ENSG00000122026	ortholog_one2one
ENSPANG00000043157	ENSG00000160201	ortholog_one2one
ENSPANG00000041228		
ENSPANG00000045594		
ENSPANG00000007244	ENSG00000146963	ortholog_one2one
ENSPANG00000024246	ENSG00000154079	ortholog_one2one
ENSPANG00000041377	ENSG00000143222	ortholog_one2one
ENSPANG00000047118	ENSG00000118495	ortholog_one2one
ENSPANG00000038662		
ENSPANG00000042721		
ENSPANG00000050127	ENSG00000113722	ortholog_one2one
ENSPANG00000025221	ENSG00000064042	ortholog_one2one
ENSPANG00000040239		
ENSPANG00000009486	ENSG00000116898	ortholog_one2many
ENSPANG00000012555	ENSG00000138675	ortholog_one2one
ENSPANG00000050603		
ENSPANG00000005626		
ENSPANG00000049763		
ENSPANG00000005933	ENSG00000203697	ortholog_one2one
ENSPANG00000033355	ENSG00000173575	ortholog_one2one
ENSPANG00000018619	ENSG00000100721	ortholog_one2one
ENSPANG00000045010		
ENSPANG00000039927	ENSG00000154174	ortholog_one2many
ENSPANG00000000935	ENSG00000173218	ortholog_one2one
ENSPANG00000016714	ENSG00000133398	ortholog_one2one
ENSPANG00000044739		
ENSPANG00000001270	ENSG00000083937	ortholog_one2one
ENSPANG00000042299		
ENSPANG00000005215	ENSG00000130024	ortholog_one2one
ENSPANG00000021242	ENSG00000100612	ortholog_one2one
ENSPANG00000018644	ENSG00000118432	ortholog_one2one
ENSPANG00000011151	ENSG00000024048	ortholog_one2one
ENSPANG00000014542	ENSG00000105926	ortholog_one2one
ENSPANG00000022291	ENSG00000109182	ortholog_one2one
ENSPANG00000045104		
ENSPANG00000016008	ENSG00000138623	ortholog_one2one
ENSPANG00000032897		
ENSPANG00000015779	ENSG00000215218	ortholog_one2one
ENSPANG00000022684	ENSG00000205085	ortholog_one2one
ENSPANG00000018131	ENSG00000116661	ortholog_one2one
ENSPANG00000044599		
ENSPANG00000015953	ENSG00000137337	ortholog_one2one
ENSPANG00000016954	ENSG00000120253	ortholog_one2one
ENSPANG00000041153		
ENSPANG00000026114	ENSG00000163468	ortholog_one2one
ENSPANG00000022515	ENSG00000122591	ortholog_one2one
ENSPANG00000048159		
ENSPANG00000050520		
ENSPANG00000017290	ENSG00000069943	ortholog_one2many
ENSPANG00000015604	ENSG00000135312	ortholog_one2one
ENSPANG00000051224		
ENSPANG00000016227	ENSG00000142192	ortholog_one2one
ENSPANG00000019059	ENSG00000124602	ortholog_one2one
ENSPANG00000018435	ENSG00000139973	ortholog_one2one
ENSPANG00000005412		
ENSPANG00000019582	ENSG00000119900	ortholog_one2one
ENSPANG00000006352	ENSG00000172461	ortholog_one2one
ENSPANG00000038755		
ENSPANG00000004215	ENSG00000037474	ortholog_one2one
ENSPANG00000011424	ENSG00000113805	ortholog_one2one
ENSPANG00000033150	ENSG00000112031	ortholog_one2one
ENSPANG00000019713	ENSG00000163467	ortholog_one2one
ENSPANG00000013002	ENSG00000112379	ortholog_one2one
ENSPANG00000048828		
ENSPANG00000018347	ENSG00000112619	ortholog_one2one
ENSPANG00000010457		
ENSPANG00000041382		
ENSPANG00000018749	ENSG00000184677	ortholog_one2one
ENSPANG00000024174	ENSG00000013392	ortholog_one2one
ENSPANG00000039738		
ENSPANG00000006300	ENSG00000173852	ortholog_one2many
ENSPANG00000011913	ENSG00000164675	ortholog_one2one
ENSPANG00000003825	ENSG00000163191	ortholog_one2many
ENSPANG00000049814		
ENSPANG00000040335		
ENSPANG00000013395	ENSG00000143811	ortholog_one2one
ENSPANG00000022390	ENSG00000032219	ortholog_one2one
ENSPANG00000037335		
ENSPANG00000025935	ENSG00000213085	ortholog_one2one
ENSPANG00000043230		
ENSPANG00000019978	ENSG00000138764	ortholog_one2one
ENSPANG00000005053	ENSG00000116663	ortholog_one2one
ENSPANG00000016058	ENSG00000153113	ortholog_one2one
ENSPANG00000038558	ENSG00000112486	ortholog_one2one
ENSPANG00000044032		
ENSPANG00000040906		
ENSPANG00000019886	ENSG00000135744	ortholog_one2one
ENSPANG00000038314		
ENSPANG00000016703	ENSG00000188037	ortholog_one2one
ENSPANG00000043522		
ENSPANG00000023781	ENSG00000112218	ortholog_one2one
ENSPANG00000016835	ENSG00000137193	ortholog_one2one
ENSPANG00000018562	ENSG00000205978	ortholog_one2one
ENSPANG00000045150		
ENSPANG00000033450	ENSG00000112175	ortholog_one2one
ENSPANG00000040184		
ENSPANG00000041400		
ENSPANG00000005625	ENSG00000170915	ortholog_one2one
ENSPANG00000018130	ENSG00000137601	ortholog_one2one
ENSPANG00000001303	ENSG00000241127	ortholog_one2one
ENSPANG00000010793	ENSG00000145545	ortholog_one2one
ENSPANG00000050090		
ENSPANG00000006368	ENSG00000116670	ortholog_one2one
ENSPANG00000009449	ENSG00000112624	ortholog_one2one
ENSPANG00000045917		
ENSPANG00000011709	ENSG00000160685	ortholog_one2one
ENSPANG00000046693		
ENSPANG00000017838	ENSG00000053372	ortholog_one2one
ENSPANG00000034242	ENSG00000169976	ortholog_one2one
ENSPANG00000040717		
ENSPANG00000009446	ENSG00000135175	ortholog_one2many
ENSPANG00000009446	ENSG00000122543	ortholog_one2many
ENSPANG00000041503		
ENSPANG00000004284	ENSG00000163848	ortholog_one2one
ENSPANG00000048340		
ENSPANG00000044524		
ENSPANG00000004005	ENSG00000112941	ortholog_one2one
ENSPANG00000035521		
ENSPANG00000006358	ENSG00000035687	ortholog_one2one
ENSPANG00000039385		
ENSPANG00000016142	ENSG00000186517	ortholog_one2one
ENSPANG00000008439	ENSG00000146223	ortholog_one2one
ENSPANG00000047035		
ENSPANG00000013873	ENSG00000162490	ortholog_one2one
ENSPANG00000047787		
ENSPANG00000025669	ENSG00000138688	ortholog_one2one
ENSPANG00000023521	ENSG00000243709	ortholog_many2many
ENSPANG00000023521	ENSG00000143768	ortholog_many2many
ENSPANG00000015954	ENSG00000196230	ortholog_one2many
ENSPANG00000049829		
ENSPANG00000008262		
ENSPANG00000003184	ENSG00000170950	ortholog_one2one
ENSPANG00000017903	ENSG00000124491	ortholog_one2one
ENSPANG00000044080		
ENSPANG00000035378		
ENSPANG00000035393	ENSG00000112212	ortholog_one2one
ENSPANG00000011556	ENSG00000174928	ortholog_one2one
ENSPANG00000010876	ENSG00000263001	ortholog_one2one
ENSPANG00000024120	ENSG00000092068	ortholog_one2one
ENSPANG00000048033		
ENSPANG00000041886		
